slug,aroma,acid_or_milk,body,flavor,type_with_milk,clean_text,roast_dark,roast_light,roast_medium,roast_medium_dark,roast_medium_light,roast_very_dark,roast_nan,region_africa_arabia,region_caribbean,region_central_america,region_hawaii,region_asia_pacific,region_south_america,type_espresso,type_organic,type_fair_trade,type_decaffeinated,type_pod_capsule,type_blend,type_estate,type_with_milk
el-salvador-finca-himalaya-pacamara,9.0,8.0,8.0,9.0,0,crispli sweet rich tone baker chocol bing cherri hibiscu oak molass aroma deepli sweet structur pert acid velveti smooth mouthfeel hibiscu molass lead gentli dri finish chocol oak resurfac long solid balanc pacamara richli sweet chocol throughlin,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
y-3-geisha-hacienda-esmeralda,8.0,7.0,8.0,9.0,0,crispli sweet floral tone roast cacao nib green grape freesia cedar mapl syrup aroma sweet tart structur brisk acid satini smooth mouthfeel finish consolid note cedar cacao nib short hint freesia long crisp balanc gesha pretti note cocoa spici floral throughout,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
foxfire-espresso,8.0,9.0,8.0,9.0,1,evalu espresso richli sweet chocol tone magnolia chocol fudg hazelnut gentli scorch cedar banana aroma small velveti mouthfeel cocoa tone floral finish flower cocoa carri express cappuccino scale milk fine classic espresso blend deepli sweet chocolati support note rich aromat wood magnolia like flower,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
ethiopia-misti-valley,9.0,8.0,8.0,9.0,0,crisp sweetli pungent honeysuckl pomegran mapl syrup orang zest cedar aroma sweet tart structur juici bright acid velveti mouthfeel finish consolid note pomegran cedar hint honeysuckl like floral fine balanc vivaci high tone wash ethiopia anim sweet floral tart fruit note,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ethiopia-guji,8.0,8.0,8.0,8.0,0,crispli sweet balanc baker chocol apricot magnolia cedar almond aroma sweet tart structur brisk acid velveti smooth mouthfeel finish center around apricot magnolia short cedar baker chocol return long balanc wash process ethiopia pleas note fruit baker chocol throughlin,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
kenya-kabingara,9.0,9.0,8.0,9.0,0,high tone crispli sweet mango halvah fine musk freesia dark chocol aroma sweetli tart structur bright juici acid plump velveti mouthfeel linger reson finish carri vivaci complex promis classic kenya juici bright layer fruit floral intrigu,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
guatemala-huehuetenango-10,9.0,8.0,8.0,9.0,0,roasti sweet richli chocolati dark chocol gentli scorch cedar gardenia grapefruit zest roast almond aroma briskli bittersweet structur satini smooth mouthfeel note dark chocol smoki cedar carri reson finish tact darker roast guatemala richli bittersweet chocolati support note smoki aromat wood,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
adanech-ethiopia-guji,8.0,8.0,8.0,9.0,0,sweetli herbac richli cocoa tone baker chocol lemon verbena toffe allspic hazelnut aroma sweet tone structur brisk acid velveti mouthfeel finish lead lemon verbena toffe short segu spice tone chocol hazelnut long invit chocolati natur process ethiopia coffe throughlin sweet citrusi herb note suggest lemon verbena,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
el-salvador-loma-la-gloria-black-honey,8.0,8.0,8.0,9.0,0,richli sweet fruit tone dri apricot roast cacao nib agav syrup cedar magnolia aroma sweet tart structur gentl round acid crisp satini smooth mouthfeel finish consolid note dri apricot cocoa tone cedar crispli fruit forward invit black honey process coffe gentl acid,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
yemen-haraaz-2,9.0,8.0,8.0,9.0,0,deepli sweet cleanli fruit tone watermelon candi black currant sandalwood lantana like flower spice tone chocol aroma sweet tart structur brisk acid lightli velveti mouthfeel crisp flavor satur finish resonantli fruit tone complic pretti note sandalwood rich sweet yemen essenc dri fruit nice nuanc sandalwood like aromat wood note,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
thai-single-origin-espresso-blend-a4a4-5a5,8.0,9.0,8.0,8.0,1,evalu espresso richli sweet chocol tone dark chocol gardenia like flower green appl gentli scorch cedar hazelnut aroma small satini smooth mouthfeel richli dri finish note green appl cedar cappuccino size milk green appl rich nut butter support spici sweet gardenia like flower hint smoki cedar floral tone chocolati espresso blend thai grown coffe roast foreground engag aromat wood note,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
thai-single-origin-natural-process-espresso,8.0,8.0,8.0,8.0,1,evalu espresso balanc richli sweet baker chocol almond molass narcissu black cherri aroma small satini bodi reson finish center around baker chocol almond part milk chocol note amplifi black cherri sweet floral resurfac access cleanli fruit tone natur process espresso blend,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
kenya-konyu,9.0,9.0,9.0,9.0,0,vibrant rich tone sweetli tart tart berri roast cacao nib crisp bittersweet hop flower sandalwood agav syrup aroma sweetli tart structur engag juici acid syrupi smooth mouthfeel savori lean finish driven hop flower cocoa nib anoth throughlin support dri fruit spici aromat wood note multi layer kenya coffe perfect balanc sweet tart savori note particular dri berri richli bittersweet flower,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
guatemala-finca-san-gerardo,9.0,8.0,8.0,9.0,0,crisp richli sweet magnolia dri persimmon hazelnut molass cedar aroma sweet structur round gentl acid satini smooth mouthfeel finish reson magnolia dri persimmon hazelnut note friendli floral tone guatemala undercurr rich hazelnut,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
hacienda-la-esmeralda-cabana-geisha-natural,9.0,9.0,9.0,9.0,0,rich reson high tone lyche lilac chocol fudg frankinens tamarind aroma sweet tart structur juici bright acid plush syrupi smoooth mouthfeel linger finish flavor satur make good promis deep sweet complex multi layer exquisit clean natur process geisha,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
finca-la-aurora-camilina-geisha-2,9.0,9.0,9.0,10.0,0,crisp elegantli sweet rich tone dri mango hazelnut butter hibiscu fresh cut cedar brown sugar aroma deepli sweet tart structur vibrant acid viscou satini mouthfeel finish lead dri mango hazelnut short hibiscu cedar return long tropic fruit spice tone aromat wood character uniqu sweet engagingli tart natur process geisha,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
twenty-five,9.0,10.0,9.0,9.0,1,evalu espresso lumin complexli layer imposs rich caramel pineappl tamarind star jasmin chocol fudg myrrh aroma small creami vivaci mouthfeel long flavor satur finish close otherworldli part milk note harmon new note surfac suggest lyche pink grapefruit zest marjoram barrington anniversari blend worthi celebr brilliantli curat roast bag,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
kanyonyi-coffee-blend,9.0,8.0,8.0,9.0,0,richli sweet chocolati dark chocol caramel date gardenia cedar aroma deepli sweet structur round gentl acid velveti mouthfeel chocol tone finish lead note date caramel short cedar gardenia long sale impress chocolati floral uganda provid multifacet support aim preserv mountain gorilla human natur environ,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
costa-rica-microlot-series-san-cristobal-natural,9.0,8.0,8.0,9.0,0,richli sweet fruit tone strawberri dark chocol sandalwood freesia like flower hint age grappa aroma deepli sweet structur brisk acid satini smooth mouthfeel reson finish lead note strawberri flower short round dark chocol sandalwood long hint appeal sweet ferment throughout fruit forward costa rica throughlin fresh strawberri dark chocol whisper grappa like sweet ferment,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
la-union-colombia,8.0,8.0,8.0,9.0,0,crispli sweet chocolati baker chocol plum magnolia cedar molass aroma sweet tone structur gentl round acid satini smooth mouthfeel gentli dri finish redol note baker chocol magnolia hint cedar like aromat wood solid colombia richli chocol tone balanc sweet,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
colombia-luis-alberto-montoya-antioquia,9.0,8.0,8.0,9.0,0,high tone crispli sweet date cashew butter magnolia grapefruit zest cedar aroma sweetli tart structur brisk acid full velveti mouthfeel reson finish lead note date magnolia short round cashew butter grapefruit zest long vivaci sweetli tart colombia redol note rich nut butter citru zest,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
karimikui-kenya,9.0,8.0,9.0,9.0,0,boldi sweet tart savori edg dark chocol gooseberri honey lilac hazelnut butter aroma sweetli tart structur bright juici acid crisp live mouthfeel reson finish lead tart fruit note short resolv honey tone floral long envelop dark chocol big juici kenya sweet tart fruit note dark chocol base classic balanc sweet savori impuls,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
kenya-baragwi-thimu-peaberry,9.0,8.0,9.0,9.0,0,spice tone richli sweet red currant almond nougat pipe tobacco narcissu like flower hickori wood aroma structur sweet tart savori balanc juici acid full velveti smooth mouthfeel finish crisp reson flavor satur eleg spice tone kenya load red fruit note exhilar high tone floral,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
kariru-kenya,9.0,8.0,9.0,9.0,0,delic richli sweet savori toffe tamarind roast cacao nib star jasmin almond aroma savori sweet structur balanc round acid plush syrupi mouthfeel crispli sweet finish floral tone support note cocoa nib toffe rich savori lean kenya vivid spici floral throughlin,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
esmeralda-estate-porton-geisha-natural,9.0,9.0,9.0,10.0,0,rich tone cleanli fruit forward intric balanc concord grape pungent myrrh roast cacao nib honeysuckl candi cap mushroom aroma deepli sweet tart structur bright juici acid plush syrupi mouthfeel reson flavor satur finish ring note harmoni refin exquisit clean natur process geisha,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
kenya-kiambu,9.0,8.0,9.0,9.0,0,deepli sweet richli savori red currant lavend baker chocol cedar mapl syrup aroma bittersweet structur crisp live acid full creami mouthfeel finish lead note red currant baker chocol short pretti hint lavend long classic appeal kenya juici sweet tone savori ballast spici floral note,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
kenya-gatuya,9.0,8.0,8.0,9.0,0,crispli sweet richli cocoa tone dark chocol hop flower apricot oak agav syrup aroma deepli sweet structur high tone live acid satini smooth mouthfeel reson finish crisp cocoa apricot note follow hint bittersweet hop flower complex chocolati floral kenya pretti fruit note throughout,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ethiopia-3,9.0,8.0,8.0,9.0,0,crispli sweet fruit tone raspberri roast cacao nib honey fresh cut fir freesia like flower aroma richli sweet tart structur vibrant acid delic silki mouthfeel long last finish center around cocoa tone honey freesia sweetli fruit forward natur process ethiopia spici floral intrigu,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
kenya-gatuyaini,9.0,8.0,9.0,9.0,0,sweet tone richli savori dri fig ginseng narcissu oak forest hazelnut aroma savori sweet structur round gentl acid plush syrupi mouthfeel finish consolid note dri fig narcissu follow sweetli earthi ginseng kenya juxtapos savori sweet pleas origin undercurr earthi spici ginseng,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
kenya-aa-top-lot,9.0,8.0,9.0,9.0,0,sweetli roast tone richli chocolati dark chocol dri apricot fine musk fresh cut fir azalea aroma sweet tone structur gentl round acid full syrupi mouthfeel reson finish consolid note chocol dri apricot pleasingli rich kenya deftli roast medium dark chocol fruit note throughout,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
kenya-kainamui,9.0,8.0,8.0,9.0,0,vibrant high tone deepli sweet candi violet pomegran sandalwood honey almond aroma richli sweet structur bright citrusi acid satini mouthfeel sweetli tart short finish redol honey pomegran long deep nuanc kenya note tart fruit sweet floral rich aromat wood,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
kenya-kariru-pb,9.0,8.0,8.0,9.0,0,crispli sweet tart engagingli bright tangerin zest baker chocol tamarind orang blossom molass aroma sweet tart structur brisk acid velveti smooth mouthfeel floral short finish follow note baker chocol citru zest long live citru cocoa driven richli sweet tart kenya,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
organic-ethiopia-sidama-natural,9.0,8.0,8.0,9.0,0,richli chocolati fruit tone dark chocol dri berri mesquit orang zest narcissu like flower aroma deepli sweet structur balanc acid velveti smooth mouthfeel finish redol dark chocol dri berri hint mesquit deep rich chocolati natur process ethiopia coffe intrigu note mesquit like aromat wood,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
kenya-mwiria,9.0,8.0,8.0,9.0,0,rich sweet floral chocolati magnolia dark chocol date cedar pink grapefruit zest aroma crisp sweet structur balanc acid smooth satini mouthfeel quiet finish consolid magnolia date short cedar dark chocol long chocol tone floral kenya bittersweet note citru zest pleasingli roast toward darker end medium,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
colombia-narino-excelsio,9.0,8.0,8.0,9.0,0,balanc rich tone crispli sweet baker chocol plum hazelnut mapl syrup wisteria aroma deepli sweet structur live acid viscou lightli syrupi mouthfeel richli dri finish cocoa laden support note fruit nut solid colombia balanc structur acid engag underst fruit floral tone,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ethiopia-washed-phoenix-special-muse,9.0,9.0,9.0,9.0,1,evalu espresso balanc rich tone floral jasmin vanilla pink grapefruit zest cedar dark chocol aroma small delic live mouthfeel long flavor satur finish cappuccino scale milk note jasmin vanilla take center stage support dark chocol eleg floral driven espresso simultan delic rich,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
kenya-ab-phoenix-special-glory,9.0,9.0,8.0,9.0,1,evalu espresso deepli richli sweet savori blackberri roast cacao nib tamarind sandalwood pistachio aroma small crisp velveti smooth mouthfeel rich reson flavor laden finish berri cocoa note lead cappuccino scale milk follow intrigu hint sandalwood resonantli sweet savori kenya espresso deep vivid aliv note berri cocoa nut tamarind,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
cupid-blend,9.0,8.0,9.0,9.0,0,crisp richli sweet baker chocol mango fresh humu mapl syrup narcissu like flower aroma sweet structur round gentl acid full syrupi mouthfeel note cocoa tone mango lead short finish fresh humu long chocolati blend note tropic fruit sweet earth tone,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ethiopia-natural-phoenix-special-andromeda-espresso,9.0,9.0,8.0,9.0,1,evalu espresso deep richli chocolati sweetli tart dark chocol peach candi almond tangerin zest magnolia like flower aroma small plush satini mouthfeel reson long bittersweet finish part milk chocol magnolia like flower round amplifi confid floral chocol tone natur process ethiopia espresso,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
kenya-ritho-fcs-handege-factory-ab,9.0,9.0,9.0,10.0,0,deepli sweet savori energet black currant roast cacao nib star jasmin almond butter frankincens aroma richli sweet structur savori underton bright lyric acid full creami mouthfeel flavor laden finish maintain integr well long rivet kenya cup year bright deep juici intric nuanc,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ethiopia-yirgacheffe-botabaa-washed,9.0,9.0,9.0,9.0,0,richli sweet tart floral tone honeysuckl mango sandalwood mapl syrup almond brittl aroma sweetli tart structur juici high tone acid full syrupi mouthfeel reson flavor satur finish retain nuanc flavor note bright richli sweet invitingli tart complex wash ethiopia,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ethiopia-sidama-sasaba-natural,9.0,8.0,9.0,9.0,0,crispli sweet rich tone dri apricot hazelnut roast cacao nib narcissu like flower fresh cut cedar aroma sweet tart structur live acid full syrupi smooth mouthfeel note apricot narcissu lead finish round cocoa sweet hazelnut long cleanli balanc natur process ethiopia coffe throughlin dri fruit cocoa deep floral,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
kenya-aa-kirinyaga,9.0,8.0,8.0,9.0,0,richli sweet savori black currant baker chocol fine musk oak magnolia aroma sweet tart savori structur juici buoyant acid satini smooth mouthfeel finish consolid note baker chocol black currant hint fine musk classic kenya balanc muscularli fruit tone elegantli floral,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ethiopia-limu-2,9.0,8.0,8.0,9.0,0,bright rich tone deepli sweet tangerin zest almond past lemon verbena honeysuckl apricot aroma sweetli herbac structur juici bright acid crisp satini mouthfeel citrusi finish carri note tangerin zest lemon verbena sweetli intriguingli herb citru tone wash process ethiopia delic bright yet rich,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ethiopia-bensa-segra-natural,9.0,8.0,9.0,9.0,0,fruit forward richli sweet dri blueberri ginger hibiscu cedar honey aroma sweet tone structur round gentl acid full viscou mouthfeel quiet finish linger note blueberri cocoa nib invitingli clean crisp natur process ethiopia hint ginger like spice note,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
ethiopia-hambela-natural-7,9.0,8.0,9.0,9.0,0,richli fruit tone deepli sweet dri raspberri dark chocol cedar freesia honey aroma sweet tart structur live acid full syrupi mouthfeel reson finish consolid note dri berri dark chocol undercurr fresh cut aromat wood fruit forward crispli sweet natur process ethiopia,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ethiopia-kayon-mountain-4,9.0,8.0,9.0,9.0,0,intric richli sweet lemon verbena raspberri roast cacao nib mapl syrup jasmin aroma sweetli tart structur crisp acid full syrupi mouthfeel flavor satur finish center around lemon verbena mapl syrup crisp sweetli herbi citrusi ethiopia natur certifi organ,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
